feature_name,address,city,state,side,category,group_class,year_dedicated,year_rededicated,latitude,longitude
Gordon Street,NA,Fitzgerald,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.7194193,-83.2611596
Greene County Confederate Monument,Courthouse Square. Main St.,Greensboro,GA,South,Monument / Courthouse,Monument,1898,NA,33.5764401,-83.1830977
Hall County Confederate Monument,Public Square,Gainesville,GA,South,Monument,Monument,1909,NA,34.2978794,-83.8240663
Hampton Street,NA,Savannah,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.0127438,-81.1022118
Hancock County Confederate Monument,Hancock County Courthouse. Confederate Park Hwy. 22,Sparta,GA,South,Monument / Courthouse,Monument,1881,NA,33.2757006,-82.9762589
Heard County Confederate Monument,Veterans Park,Franklin,GA,South,Monument,Monument,1999,NA,33.2776182,-85.0979973
Hill Street,NA,Fitzgerald,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.7193951,-83.263695
Hood Avenue,NA,Forest Park,GA,South,Road / Street / Highway,Highway / Roadway,1957,NA,33.6202063,-84.3288908
Houston County Confederate Monument,Courthouse Square. Ball St. And Carroll St.,Perry,GA,South,Monument / Courthouse,Monument,1908,NA,32.4579864,-83.7344478
Irwin County Confederate Monument,Courthouse Square. Second St. And Irwin Sr.,Ocilla,GA,South,Monument / Courthouse,Monument,1911,NA,31.5919811,-83.2513472
Jackson Boulevard,NA,Savannah,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.0127438,-81.1022118
Jackson County Confederate Monument,"Town Square, Sycamore St",Jefferson,GA,South,Monument,Monument,1911,NA,34.1170537,-83.5723876
Jackson Street,NA,Fitzgerald,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.71016,-83.2584747
Jasper County Confederate Monument,Town Square,Monticello,GA,South,Monument,Monument,1910,NA,33.3048479,-83.6832289
Jeb Stuart Drive,NA,Newnan,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.4124116,-84.7129692
Jeb Stuart Drive,NA,Jonesboro,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.522457,-84.3692292
Jeb Stuart Drive,NA,Waycross,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.211101,-82.2933001
Jeff Davis Avenue,NA,Lyons,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.2155525,-82.3262611
Jeff Davis County,NA,Hazlehurst,GA,South,County,County,1905,NA,31.8696309,-82.5943026
Jeff Davis Drive,NA,Jonesboro,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.522457,-84.3692292
Jeff Davis Drive,NA,Fayetteville,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.4562666,-84.45237
Jeff Davis Elementary School,81 Pat Dixon Rd,Hazlehurst,GA,South,School,School,NA,NA,31.8640765,-82.6074383
Jeff Davis High School,156 Collins St,Hazlehurst,GA,South,School,School,NA,NA,31.8666782,-82.6127243
Jeff Davis Middle School,93 Collins St,Hazlehurst,GA,South,School,School,NA,NA,31.8669418,-82.6163486
Jeff Davis Park Road,NA,Fitzgerald,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.6842234,-83.385338
Jeff Davis Primary School,71 Burketts Ferry Rd,Hazlehurst,GA,South,School,School,NA,NA,31.872563,-82.6101199
Jeff Davis Road,NA,Thomaston,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.9459451,-84.3961982
Jeff Davis Road,NA,Franklin,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.2516895,-85.1337756
Jeff Davis Street,NA,Macon,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.8211953,-83.6491869
Jeff Davis Street,NA,Hazlehurst,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.8627594,-82.6003335
Jefferson Davis Bust,"Jeff Davis County Courthose, Jeff Davis Street",Hazlehurst,GA,South,Monument / Courthouse,Monument,NA,NA,31.8633489,-82.6033859
Jefferson Davis Drive,NA,Stone Mountain,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.8151315,-84.1397065
Jefferson Davis Highway,NA,NA,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.6030562,-83.8667421
Jefferson Davis Highway Marker,Johnson County Courthouse,Wrightsville,GA,South,Monument / Courthouse,Monument,NA,NA,32.7295865,-82.7195883
Jefferson Davis Memorial,Jeff Davis And South Tallahassee Street,Hazelhurst,GA,South,Monument,Monument,NA,NA,32.1656221,-82.9000751
Jefferson Davis Memorial,790-798 Jeff Davis Park Rd,Irwinville,GA,South,Monument,Monument,1935,NA,31.6395605,-83.4050969
Jefferson Davis Memorial Historic Site,338 Jeff Davis Park Road,Fitzgerald,GA,South,Park,Park,NA,NA,31.6632759,-83.3859781
Jefferson Davis Memorial Road,NA,Eastman,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.1496856,-83.1122481
Jefferson Davis Monument,"Jefferson Davis Memorial Historic Site, 338 Jeff Davis Park Road",Fitzgerald,GA,South,Monument,Monument,NA,NA,31.7149082,-83.2526545
Jefferson Davis Road,NA,Greensboro,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.60701,-83.3113314
Jenkins County Confederate Monument,Jenkins County Courthouse Square. Winthrop St. And Daniels St.,Millen,GA,South,Monument / Courthouse,Monument,1909,NA,32.8040512,-81.9492812
John B. Gordon Statue,Georgia State Capitol Grounds,Atlanta,GA,South,Monument,Monument,1907,NA,33.7489954,-84.3879824
Johnston Street,NA,Savannah,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.0178032,-81.1068643
Joseph E. Brown Hall at the University of Georgia,University Of Georgia Campus,Athens,GA,South,Building,Other,1932,NA,33.9480053,-83.3773221
Joseph E. Brown Middle School,225 James P Brawley Dr SW,Atlanta,GA,South,School,School,1924,NA,33.7333898,-84.4204601
Lamar County,NA,Barnesville,GA,South,County,County,1955,NA,33.0545709,-84.1557495
Laurens County Confederate Monument,Court House Square Corner of North Patterson Street & Central Avenue Valdosta Georgia,Dublin,GA,South,Monument / Courthouse,Monument,1912,NA,30.8305236,-83.2827229
Lawrenceville Confederate Memorial,Gwinnett County Historic Courthouse,Lawrenceville,GA,South,Monument / Courthouse,Monument,1990,NA,33.9562149,-83.9879625
Lee Boulevard,NA,Savannah,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.0178032,-81.1068643
Lee Street,NA,Fitzgerald,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.7101932,-83.2557952
Liberty County Confederate Monument,Liberty County Courthouse. Commerce St. And Midway St.,Hinesville,GA,South,Monument / Courthouse,Monument,1928,NA,31.8473296,-81.5954658
Lincoln County Confederate Monument,North Washington Street,Lincolnton,GA,South,Monument,Monument,NA,NA,33.7931119,-82.4794722
Logan Street,NA,Fitzgerald,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.7195461,-83.2477623
Longstreet Bridge,NA,Gainesville,GA,South,Bridge,Bridge,1957,NA,34.3484336,-83.8226789
Longstreet Street,NA,Fitzgerald,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.7194375,-83.2598709
Macon County Confederate Monument,Fanny Carmichael Park,Montezuma,GA,South,Monument,Monument,1911,NA,32.3051576,-84.0274072
McClaws Street,NA,Savannah,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.0178032,-81.1068643
McDuffie and Columbia Counties Confederate Monument,Old Mcduffie County Courthouse,Thomson,GA,South,Monument,Monument,1996,NA,33.469735,-82.504609
Monument to Butts County Confederate Soldiers,Jackson Courthouse,Jackson,GA,South,Monument / Courthouse,Monument,1911,NA,33.2945631,-83.9672222
Monument to the Confederate Soldier,Confederate Park. New Franklin Rd. & Smith St.,LaGrange,GA,South,Monument,Monument,1902,NA,33.0885454,-85.0300189
Morgan County Confederate Monument,Hill Park. S. Main St.,Madison,GA,South,Monument,Monument,1909,NA,33.5890962,-83.4747311
Mosby Street,NA,Savannah,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.0127438,-81.1022118
Muscogee County Confederate Monument,Salisbury Park. 700 Broadway,Columbus,GA,South,Monument,Monument,1879,NA,32.4609764,-84.9877094
Oglethorpe County Confederate Monument,Oglethorpe County Courthouse,Lexington,GA,South,Monument / Courthouse,Monument,1916,NA,33.8698404,-83.111817
Polk Circle,NA,Fort Oglethorpe,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.9461795,-85.2533616
Polk County Confederate Monument,Polk County Courthouse,Cedartown,GA,South,Monument / Courthouse,Monument,1906,NA,34.013655,-85.255242
Randolph County Confederate Monument,City Park,Cuthbert,GA,South,Monument,Monument,1910,NA,31.7712748,-84.7893658
Robert E. Lee Boulevard,NA,Stone Mountain,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.8035288,-84.1569726
Robert E. Lee Drive,NA,Columbus,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.407803,-84.93006
Robert E. Lee Drive,NA,Ringgold,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.9267007,-85.1642394
Robert E. Lee Parkway,NA,Jonesboro,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.522457,-84.3692292
Robert E. Lee Street,NA,Andersonville,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.1989873,-84.1566519
Robert E. Lee Street,NA,Fort Oglethorpe,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.9461711,-85.25899
Robert Toombs Avenue,NA,Washington,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.7328062,-82.7261731
Schley County Confederate Monument,Courthouse Square. Oglethorpe St. And Broad St.,Ellaville,GA,South,Monument / Courthouse,Monument,1910,NA,32.3072254,-84.2926093
Shelby Street,NA,Fort Oglethorpe,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.9464716,-85.2578567
Sons of Confederate Veterans Commemorative License Plate,NA,Atlanta,GA,South,Commemorative License Plate,Commemorative License Plate,NA,NA,33.7676338,-84.5606886
Stephens County,NA,Toccoa,GA,South,County,County,1905,NA,34.5773206,-83.3323851
Stephens County Confederate Monument,Stephens County Historic Courthouse,Toccoa,GA,South,Monument / Courthouse,Monument,1922,NA,34.5794544,NA
Stewart County Confederate Monument,"Courthouse Square, Northwest Corner",Lumpkin,GA,South,Monument / Courthouse,Monument,1908,NA,32.050673,-84.794573
Stone Mountain Confederate Memorial Carving,Stone Mountain Memorial Park,Stone Mountain,GA,South,Monument,Monument,1923,NA,33.808347,-84.144684
Stonewall Jackson Dam,NA,Muscogee,GA,South,Dam,Other,NA,NA,32.5118071,-84.8165964
Stonewall Jackson Drive,NA,Stone Mountain,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.8110047,-84.1315902
Stonewall Jackson Drive,NA,Jonesboro,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.522457,-84.3692292
Stonewall Jackson Place,NA,Waycross,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.2111258,-82.291913
Stuart Street,NA,Savannah,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.0127438,-81.1022118
Taylor County Confederate Monument,Courthouse Square,Butler,GA,South,Monument / Courthouse,Monument,1911,NA,32.557093,-84.237587
The Dissolution of the Confederate Government,North Spring Street,Washington,GA,South,Monument,Monument,1938,NA,33.73764,-82.739145
Thomas Overby Drive,NA,Sharpsburg,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.40135,-84.6543256
Thomas Street,NA,Fitzgerald,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.719538,-83.2490385
Tift County Confederate Memorial,Fulwood Park. 12Th St. And Tift Ave.,Tifton,GA,South,Monument,Monument,1910,1992,31.462299,-83.503661
Toombs County,NA,Lyons,GA,South,County,County,NA,NA,32.204167,-82.322778
Twiggs County Confederate Monument,(S. Railroad & S. Ash St) Jeffersonville Hwy. 80 Near Courthouse,Jeffersonville,GA,South,Monument,Monument,1911,NA,32.687646,-83.3465561
Tyler Home — Ladies Aid Society,Veterans Parkway,Columbus,GA,South,Monument,Monument,1936,NA,32.5327455,-84.9555068
Valor Monument at Memorial Plaza,Stone Mountain Memorial Park,Stone Mountain,GA,South,Monument,Monument,1977,NA,33.8081608,-84.170196
Walker County Confederate Monument,John B. Gordon Hall. N. Main St.,Lafayette,GA,South,Monument,Monument,1909,NA,34.7247554,-85.2797971
Ware County Confederate Monument,"Phoenix Park. Plant Ave., Elizabeth And Pendleton",Waycross,GA,South,Monument,Monument,1910,NA,31.209397,-82.359647
Warren County Confederate Monument,"Warren County Courthouse, West Side",Warrenton,GA,South,Monument / Courthouse,Monument,1904,NA,33.4070837,-82.6620781
Wheeler County,NA,Alamo,GA,South,County,County,1912,NA,32.12,-82.72
Wheeler Drive,NA,Forest Park,GA,South,Road / Street / Highway,Highway / Roadway,1957,NA,33.6254982,-84.3158748
Wheeler Road,NA,Augusta,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.4852283,-82.0778319
Wheeler Street,NA,Savannah,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.0127438,-81.1022118
William Thomas Overby — Confederate Hero Monument,Coweta County Courthouse,Newnan,GA,South,Monument / Courthouse,Monument,1956,NA,33.3749545,-84.8020887
Confederate Memorial,NA,Bloomfield,IA,North,Monument,Monument,2005,NA,40.7516884,-92.4149074
Iowa's Confederate General,County Conservation Board Park,Bentonsport,IA,North,Monument,Monument,2007,NA,41.8780025,-93.097702
The Confederate Invasion of Iowa Monument,County Road V 20,Bloomfield,IA,North,Monument,Monument,2005,NA,40.7516884,-92.4149074
Robert E. Lee Campground,Boise National Forest,Boise,ID,Not a State,Campground,Other,NA,NA,46.1479373,-116.6576451
Robert E. Lee Creek,NA,Boise National Forest,ID,Not a State,River / Creek / Lake,Body of Water,NA,NA,46.1479373,-116.6576451
Confederate Memorial,Battle Of Corydon Memorial Park,Corydom,IN,North,Monument,Monument,1976,NA,38.199,-86.1311887
Confederate Flag Bicentennial Memorial,Veterans Memorial Park,Wichita,KS,North,Monument,Monument,1962,NA,37.6871761,-97.330053
Confederate Soldier Shot Monument,City Square,Humboldt,KS,North,Monument,Monument,NA,NA,37.8105961,-95.4369264
Battle of Dutton's Hill Monument,NA,Somerset,KY,Border,Monument,Monument,1974,NA,37.0920222,-84.6041084
Camp Beauregard Memorial,NA,Water Valley,KY,Border,Monument,Monument,1930,NA,36.5656153,-88.8111679
City of Confederate,NA,Confederate,KY,Border,Municipality,Municipality,NA,NA,36.9920129,-88.0062757
Colonel Robert A. Smith Monument,NA,Mundfordville,KY,Border,Monument,Monument,1863,NA,37.8393332,-84.2700179
Confederate Martyrs Monument,NA,Jeffersontown,KY,Border,Monument,Monument,1904,NA,37.8393332,-84.2700179
Confederate Memorial,NA,Mayfield,KY,Border,Monument,Monument,NA,NA,36.7417235,-88.6367154
Confederate Memorial,Jessamine County Courthouse,Nicholasville,KY,Border,Monument / Courthouse,Monument,1896,1995,37.880559,-84.573156
Confederate Memorial Fountain,NA,Hopkinsville,KY,Border,Monument,Monument,1916,NA,36.8656008,-87.4886186
Confederate Memorial Gates,NA,Mayfield,KY,Border,Monument,Monument,1865,NA,36.7417235,-88.6367154
Confederate Memorial Gateway,NA,Hickman,KY,Border,Monument,Monument,1965,NA,36.5711721,-89.1861791
Confederate Monument,NA,Augusta,KY,Border,Monument,Monument,1965,NA,38.7717376,-84.0057628
Confederate Monument,NA,Cadiz,KY,Border,Monument,Monument,1965,NA,36.8650496,-87.835295
Confederate Monument,NA,Crab Orchard,KY,Border,Monument,Monument,1965,NA,37.4645267,-84.5066044
Confederate Monument,NA,Cynthiana,KY,Border,Monument,Monument,1965,NA,38.3903526,-84.2941013
Confederate Monument,Mcdowell Park At Main & College Streets,Danville,KY,Border,Monument,Monument,1910,NA,37.6455556,-84.780522
Confederate Monument,NA,Fulton,KY,Border,Monument,Monument,1892,NA,36.5042277,-88.8742259
Confederate Monument,NA,Georgetown,KY,Border,Monument,Monument,1892,NA,38.2097967,-84.5588311
Confederate Monument,Town Square. Main St. And Greene St.,Glasgow,KY,Border,Monument,Monument,1905,NA,36.9958839,-85.9119215
Confederate Monument,Third St. And Brandeis St.,Louisville,KY,Border,Monument,Monument,1895,NA,38.2185689,-85.7507306
Confederate Monument,NA,Louisville,KY,Border,Monument,Monument,1902,NA,38.2526647,-85.7584557
Confederate Monument,NA,Morganfield,KY,Border,Monument,Monument,1902,NA,37.6833776,-87.9166915
Confederate Monument,NA,Mt. Sterling,KY,Border,Monument,Monument,1902,NA,38.0564679,-83.9432556
Confederate Monument,NA,Owensboro,KY,Border,Monument,Monument,1907,NA,37.7719074,-87.1111676
Confederate Monument,NA,Paducah,KY,Border,Monument,Monument,1907,NA,37.0833893,-88.6000478
Confederate Monument,Park Square,Russellville,KY,Border,Monument,Monument,1911,NA,36.8453199,-86.887219
Confederate Monument,NA,Versailles,KY,Border,Monument,Monument,1911,NA,38.052576,-84.7299464
Confederate Monument,Anderson County Courthouse,Lawrenceburg,KY,Border,Monument / Courthouse,Monument,1994,NA,38.035421,-84.895522
Confederate Monument,Calloway County Courthouse,Murray,KY,Border,Monument / Courthouse,Monument,1917,NA,36.610409,-88.302299
Confederate Soldier Monument,Caldwell County Courthouse. 62 E. Market St.,Princeton,KY,Border,Monument / Courthouse,Monument,1912,NA,37.108827,-87.881874
Confederate Soldiers Martyrs Monument,NA,Eminence,KY,Border,Monument,Monument,1964,NA,38.3700683,-85.1805105
General Felix K. Zollicoffer Monument,NA,Nancy,KY,Border,Monument,Monument,1973,NA,37.0717419,-84.7479996
General Ross Drive,NA,Erlanger,KY,Border,Road / Street / Highway,Highway / Roadway,NA,NA,39.0534036,-84.6195178
General Stuart Drive,NA,Erlanger,KY,Border,Road / Street / Highway,Highway / Roadway,NA,NA,39.0534036,-84.6195178
Jeff Davis Road,NA,Mayfield,KY,Border,Road / Street / Highway,Highway / Roadway,NA,NA,36.6920829,-88.5987626
Jefferson Davis Drive,NA,Madisonville,KY,Border,Road / Street / Highway,Highway / Roadway,NA,NA,37.3174199,-87.5210949
Jefferson Davis Highway,NA,Elkton,KY,Border,Road / Street / Highway,Highway / Roadway,NA,NA,36.8273166,-87.2237202
Jefferson Davis Monument,258 Pembroke-Fairview Road,Fairview,KY,Border,Monument,Monument,1889,NA,36.8433771,-87.3038926
Jefferson Davis Place,NA,Erlanger,KY,Border,Road / Street / Highway,Highway / Roadway,NA,NA,39.0534036,-84.6195178
Jefferson Davis Road,NA,Elkton,KY,Border,Road / Street / Highway,Highway / Roadway,NA,NA,36.843943,-87.2979118
Jefferson Davis State Historic Site,258 Pembroke-Fairview Road,Fairview,KY,Border,Park,Park,1957,NA,36.8433771,-87.3038926
Jefferson Davis Statue,Kentucky Rotunda (Capitol),Frankfort,KY,Border,Monument,Monument,1936,NA,38.1865754,-84.8756413
John B. Castleman Monument,NA,Louisville,KY,Border,Monument,Monument,1913,NA,38.2352786,-85.7124611
John C. Breckinridge Memorial,NA,Lexington,KY,Border,Monument,Monument,1889,NA,38.0405837,-84.5037164
John Hunt Morgan Memorial,Lexington-Fayette Urban County Courthouse,Lexington,KY,Border,Monument / Courthouse,Monument,1911,NA,38.047464,-84.497801
Latham Confederate Monument,NA,Hopkinsville,KY,Border,Monument,Monument,1997,NA,36.8656008,-87.4886186
Lee County,NA,Beattyville,KY,Border,County,County,1971,NA,37.5717532,-83.7068597
Lloyd Tilghman Monument,Lang Park. Fountain Ave.,Paducah,KY,Border,Monument,Monument,1909,NA,37.0814055,-88.6191072
Robert E. Lee Drive,NA,Erlanger,KY,Border,Road / Street / Highway,Highway / Roadway,NA,NA,39.0534036,-84.6195178
Robert Lee Road,NA,Raywick,KY,Border,Road / Street / Highway,Highway / Roadway,NA,NA,37.5422056,-85.4318361
Stonewall Elementary School,3215 Cornwall Dr,Lexington,KY,Border,School,School,1961,NA,38.0008812,-84.5546417
Thompson and Powell Martyrs Monument,NA,St. Joseph,KY,Border,Monument,Monument,1864,NA,37.6944901,-87.3252794
Unknown Confederate Dead Monument,NA,Perryville,KY,Border,Monument,Monument,1862,NA,37.650351,-84.9516234
Unknown Confederate Soldier,NA,Horse Cave,KY,Border,Monument,Monument,1971,NA,37.179496,-85.9069175
William F. Perry Monument,NA,Bowling Green,KY,Border,Monument,Monument,1973,NA,36.9685219,-86.4808043
Beauregard Alternative School,506 Martin Luther King Dr,De Ridder,LA,South,School,School,NA,NA,30.8411282,-93.2721059
Beauregard Avenue,NA,Lake Charles,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.2245674,-93.3153764
Beauregard Drive,NA,New Orleans,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,29.951284,-90.0133622
Beauregard Drive,NA,Lake Charles,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.1784361,-93.2173038
Beauregard Drive,NA,Gretna,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,29.9189563,-90.0551772
Beauregard Parish,NA,DeRidder,LA,South,County,County,1913,NA,30.8463055,-93.2890527
Beauregard Place,NA,Bossier City,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.5124436,-93.7306912
Beauregard Street,NA,Lake Charles,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.166141,-93.2247457
Beauregard Street,NA,Chalmette,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,29.937667,-89.9651231
Breckinbridge's March Monument,North Street And Foster Drive,Baton Rouge,LA,South,Monument,Monument,1931,NA,30.4788746,-91.1406261
Brigadier General Albert Pike Bust,Tulane & Jefferson Davis Parkway,New Orleans,LA,South,Monument,Monument,1957,NA,29.965103,-90.098512
Brigadier General J.J. Alfred A. Mouton Statue,Lafayette City Hall,Lafayette,LA,South,Monument,Monument,1922,NA,30.221635,-92.01862
Camp Beauregard,505 F Street,Pineville,LA,South,Military Base,Military Base,1917,NA,31.3706258,-92.4015198
City of Stonewall,NA,Stonewall,LA,South,Municipality,Municipality,NA,NA,32.2665238,-93.845943
Confederate Avenue,NA,Baton Rouge,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.3938991,-91.0086291
Confederate Memorial,NA,Old Pleasant Hill,LA,South,Monument,Monument,NA,NA,31.8198888,-93.5143443
Confederate Memorial,Iberville Parish Courthouse,Plaquemine,LA,South,Monument,Monument,1914,NA,30.287626,-91.235185
Confederate Monument,Third St. And North Blvd.,Baton Rouge,LA,South,Monument,Monument,1886,NA,30.4479056,-91.1646675
Confederate Monument,East Feliciana Parish Courthouse,Clinton,LA,South,Monument,Monument,1909,NA,30.8657362,-91.0156594
Confederate Monument,Jacquelyn Park,Minden,LA,South,Monument,Monument,1933,NA,32.6154278,-93.2868354
Confederate Monument,St. Mary Parish Courthouse,Franklin,LA,South,Monument / Courthouse,Monument,1913,NA,29.7960399,-91.5015002
Confederate Monument,Claiborne Parish Courthouse Grounds,Homer,LA,South,Monument / Courthouse,Monument,1940,NA,32.790549,-93.055406
Confederate Monument,St. Landry Parish Courthouse,Opelousas,LA,South,Monument / Courthouse,Monument,1920,NA,30.5334796,-92.083293
Confederate Monument,"Caddo Parish Courthouse, 500 Texas Street",Shreveport,LA,South,Monument / Courthouse,Monument,1906,NA,32.5251516,-93.7501789
Confederate Monument,West Feliciana Parish Courthouse,St. Francisville,LA,South,Monument / Courthouse,Monument,1903,NA,30.775761,-91.386302
Confederate Monument,Madison Parish Courthouse Grounds,Tallulah,LA,South,Monument / Courthouse,Monument,1912,NA,32.4077095,-91.1894467
Confederate Monument,Winn Parish Courthouse,Winnfield,LA,South,Monument / Courthouse,Monument,1926,NA,31.926506,-92.638907
Confederate Soldier Monument,Courthouse,Benton,LA,South,Monument / Courthouse,Monument,1910,NA,32.679561,-93.744134
East Beauregard Elementary School,5368 Hwy 113,De Ridder,LA,South,School,School,2001,NA,30.7458629,-93.0257886
East Beauregard High School,5364 Hwy 113,De Ridder,LA,South,School,School,1962,NA,30.7459145,-93.0257752
Edmund Kirby Smith Hall at Louisiana State University,NA,Baton Rouge,LA,South,Building,Other,1965,2011,30.4132579,-91.1800023
Father Abram Ryan Monument,Banks & Jefferson Davis Parkway,New Orleans,LA,South,Monument,Monument,1950,NA,29.96764,-90.096671
Fort Butler Memorial,Veteran's Blvd. At Iberville Street,Donaldsonville,LA,South,Monument,Monument,1999,NA,30.1040621,-90.9857229
Fort Humbug Confederate Memorial,Stoner Avenue And Youree Drive,Shreveport,LA,South,Monument,Monument,1927,NA,32.500118,-93.724528
Fort Polk,NA,Fort Polk,LA,South,Military Base,Military Base,1941,NA,31.089107,-93.0576199
General Bragg Drive,NA,Bossier City,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.5124436,-93.7306912
General Ewell Drive,NA,Bossier City,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.5124436,-93.7306912
General Polk Drive,NA,Bossier City,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.5124436,-93.7306912
General Sterling Price Place,NA,Bossier City,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.5124436,-93.7306912
Governor Francis T. Nichols Statue,State Capitol,Baton Rouge,LA,South,Monument,Monument,1934,NA,30.456831,-91.18736
Governor Henry Watkins Allen Statue,State Capitol,Baton Rouge,LA,South,Monument,Monument,1934,NA,30.456831,-91.18736
Governor Nicholls Street,NA,New Orleans,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,29.9650616,-90.0677167
Henry Watkins Allen gravesite,Old State Capitol Grounds,Baton Rouge,LA,South,Monument,Monument,1885,NA,30.446862,-91.189433
Henry Watkins Allen Statue,West Batoun Rouge Parish Courthouse,Port Allen,LA,South,Monument / Courthouse,Monument,1962,NA,30.4474878,-91.2073261
Home Where Jefferson Davis Died,Jefferson Davis Parkway,New Orleans,LA,South,Monument,Monument,1930,NA,29.928677,-90.079787
Jeb Stuart Place,NA,Bossier City,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.5124436,-93.7306912
Jeff Davis Avenue,NA,Rayne,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.2468196,-92.2973555
Jeff Davis Drive,NA,Lafayette,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.1401188,-92.0884344
Jeff Davis Road,NA,Bell City,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.1566858,-92.9730206
Jeff Davis Street,NA,Baton Rouge,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.4278744,-91.1865665
Jefferson Davis Drive,NA,Bogalusa,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.797862,-89.8414824
Jefferson Davis Drive,NA,Pineville,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.366973,-92.366851
Jefferson Davis Drive,NA,Monroe,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.5532943,-92.1116406
Jefferson Davis Highway,NA,NA,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.9556736,-93.6799178
Jefferson Davis Highway Marker,Huey P. Long Avenue,Gretna,LA,South,Monument,Monument,NA,NA,29.9039118,-90.0557285
Jefferson Davis Highway Monument,Government St. At Eugene St.,Baton Rouge,LA,South,Monument,Monument,NA,NA,30.4337037,-91.1595114
Jefferson Davis Monument,Jefferson Davis Parkway,New Orleans,LA,South,Monument,Monument,1911,NA,29.969845,-90.094266
Jefferson Davis Parish,NA,Jennings,LA,South,County,County,1912,NA,30.222501,-92.6536526
Jefferson Davis Parkway,NA,New Orleans,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,29.9686923,-90.1500395
Jefferson Davis Street,NA,Houma,LA,South,Road / Street / Highway,Highway / Roadway,NA,NA,29.6076947,-90.7266869
